id,time,yG2,group
1,0,-0.0025026641541068,simulationGroup1
1,50,-47.6070289875118,simulationGroup1
1,100,-95.8679525985285,simulationGroup1
2,0,0.0098350263552928,simulationGroup1
2,50,-54.3604105309573,simulationGroup1
2,100,-108.891607040094,simulationGroup1
3,0,-0.0971506366389357,simulationGroup1
3,50,-41.7899329615347,simulationGroup1
3,100,-83.9756092905143,simulationGroup1
4,0,0.1529535980747771,simulationGroup1
4,50,-64.6358789509854,simulationGroup1
4,100,-129.093151694774,simulationGroup1
5,0,-0.1785168215114182,simulationGroup1
5,50,-39.2219291853681,simulationGroup1
5,100,-78.6382873515158,simulationGroup1
6,0,-0.1295755894928001,simulationGroup1
6,50,-45.8663218259228,simulationGroup1
6,100,-91.6052451010283,simulationGroup1
7,0,-0.1500959177689815,simulationGroup1
7,50,-48.3739049065811,simulationGroup1
7,100,-96.4621525456902,simulationGroup1
8,0,-0.0282750629475038,simulationGroup1
8,50,-48.3143030116347,simulationGroup1
8,100,-96.5527674620353,simulationGroup1
9,0,-0.1514970550175395,simulationGroup1
9,50,-15.2923908657301,simulationGroup1
9,100,-30.3644125722991,simulationGroup1
10,0,-0.0791366357496577,simulationGroup1
10,50,-34.2875004901157,simulationGroup1
10,100,-68.4293357682607,simulationGroup1
11,0,0.0931203297430346,simulationGroup1
11,50,-47.2181460754827,simulationGroup1
11,100,-94.2706908882861,simulationGroup1
12,0,-0.0044751311683619,simulationGroup1
12,50,-53.9249187689575,simulationGroup1
12,100,-108.041774761594,simulationGroup1
13,0,-0.0246132067018195,simulationGroup1
13,50,-44.4371346503484,simulationGroup1
13,100,-88.724682951186,simulationGroup1
14,0,-0.0661872335498403,simulationGroup1
14,50,-23.2278942494808,simulationGroup1
14,100,-46.3955656398516,simulationGroup1
15,0,0.1389396238921167,simulationGroup1
15,50,-56.2066332778771,simulationGroup1
15,100,-112.202330879849,simulationGroup1
16,0,-0.0330878980612752,simulationGroup1
16,50,-43.0072734236504,simulationGroup1
16,100,-85.547843755193,simulationGroup1
17,0,-0.0928103390921207,simulationGroup1
17,50,-61.2494002598739,simulationGroup1
17,100,-122.345193883662,simulationGroup1
18,0,0.0040395599748519,simulationGroup1
18,50,-55.7300456224978,simulationGroup1
18,100,-111.475671618889,simulationGroup1
19,0,-0.0457450267479989,simulationGroup1
19,50,-40.7632704755844,simulationGroup1
19,100,-81.6960676253052,simulationGroup1
20,0,-0.0470912170581688,simulationGroup1
20,50,-34.434897339452,simulationGroup1
20,100,-68.7406203464808,simulationGroup1
21,0,-0.0841516615841368,simulationGroup1
21,50,-37.620644686817,simulationGroup1
21,100,-75.060102527324,simulationGroup1
22,0,0.0362370595159456,simulationGroup1
22,50,-34.6761441403919,simulationGroup1
22,100,-69.2744482160763,simulationGroup1
23,0,-0.0013267068087404,simulationGroup1
23,50,-24.5862885806568,simulationGroup1
23,100,-49.2818026071407,simulationGroup1
24,0,-0.1111881588650622,simulationGroup1
24,50,-39.1817946783577,simulationGroup1
24,100,-78.0999345090269,simulationGroup1
25,0,0.1188522997018515,simulationGroup1
25,50,-44.8024702648066,simulationGroup1
25,100,-89.4568440795412,simulationGroup1
26,0,0.0424022215020242,simulationGroup1
26,50,-39.9497966212474,simulationGroup1
26,100,-79.6570568144836,simulationGroup1
27,0,0.1130467659981154,simulationGroup1
27,50,-57.1804031223625,simulationGroup1
27,100,-114.527985528308,simulationGroup1
28,0,-0.0129515425374107,simulationGroup1
28,50,-48.9335414132718,simulationGroup1
28,100,-97.6020536121553,simulationGroup1
29,0,-0.040611831684859,simulationGroup1
29,50,-29.7450428356233,simulationGroup1
29,100,-59.9171040150523,simulationGroup1
30,0,-0.0272566463588273,simulationGroup1
30,50,-57.1209324021987,simulationGroup1
30,100,-114.144998474554,simulationGroup1
31,0,-0.0703059347907152,simulationGroup1
31,50,-47.9025127173375,simulationGroup1
31,100,-95.9152099338159,simulationGroup1
32,0,0.1402136744702772,simulationGroup1
32,50,-46.5951017500563,simulationGroup1
32,100,-92.9053875999222,simulationGroup1
33,0,0.0890851700949282,simulationGroup1
33,50,-38.2032752587204,simulationGroup1
33,100,-76.1240707176874,simulationGroup1
34,0,-0.0237219601178701,simulationGroup1
34,50,-30.6663710232354,simulationGroup1
34,100,-60.8344785424829,simulationGroup1
35,0,0.0535561790437373,simulationGroup1
35,50,-64.0130491650224,simulationGroup1
35,100,-128.062587896077,simulationGroup1
36,0,-0.0322537638335665,simulationGroup1
36,50,-38.4232540419846,simulationGroup1
36,100,-77.0293304371292,simulationGroup1
37,0,-0.1208041963486656,simulationGroup1
37,50,-37.8162216815985,simulationGroup1
37,100,-75.491795453767,simulationGroup1
38,0,0.0682184612545544,simulationGroup1
38,50,-55.2202642129501,simulationGroup1
38,100,-110.191265835127,simulationGroup1
39,0,-0.0612362186464001,simulationGroup1
39,50,-56.2308112388101,simulationGroup1
39,100,-112.442340970238,simulationGroup1
40,0,-0.0154818272511554,simulationGroup1
40,50,-40.4637040308207,simulationGroup1
40,100,-80.8846120818925,simulationGroup1
41,0,0.0499533909167203,simulationGroup1
41,50,-57.336750829575,simulationGroup1
41,100,-114.99564214573,simulationGroup1
42,0,-0.066423226536714,simulationGroup1
42,50,-45.5059041956007,simulationGroup1
42,100,-90.7755947266082,simulationGroup1
43,0,0.0689031947433087,simulationGroup1
43,50,-40.9858474616857,simulationGroup1
43,100,-82.3353178886584,simulationGroup1
44,0,0.1045094964282216,simulationGroup1
